popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration,id_new,time_signature
60.0,0.585,0.406,7.0,-13.809,1.0,0.0582,0.946,0.864,0.105,0.855,71.005,82817.0,1178,4.0
60.0,0.539,0.542,8.0,-7.734,1.0,0.0479,0.645,0.158,0.147,0.493,79.75,145125.0,1179,4.0
57.0,0.863,0.447,7.0,-10.891,0.0,0.0496,0.44,0.493,0.116,0.786,140.0,97523.0,1180,4.0
57.0,0.568,0.404,0.0,-7.733,1.0,0.175,0.258,0.135,0.207,0.646,77.998,93832.0,1181,1.0
57.0,0.585,0.483,8.0,-9.203,1.0,0.0311,0.437,0.854,0.0968,0.924,173.917,68693.0,1182,4.0
57.0,0.78,0.54,0.0,-6.525,0.0,0.0471,0.0573,0.889,0.163,0.843,172.021,183000.0,1183,4.0
58.0,0.474,0.308,7.0,-15.007,0.0,0.342,0.446,0.885,0.126,0.701,154.47,103704.0,1184,4.0
59.0,0.922,0.367,9.0,-14.787,1.0,0.318,0.317,0.754,0.0847,0.774,129.988,214154.0,1185,4.0
57.0,0.706,0.0609,6.0,-22.219,1.0,0.154,0.742,0.92,0.102,0.465,81.169,71310.0,1186,4.0
63.0,0.741,0.219,10.0,-11.878,0.0,0.0813,0.853,0.935,0.109,0.519,156.116,104620.0,1187,4.0
61.0,0.573,0.507,0.0,-11.917,1.0,0.305,0.379,0.174,0.115,0.318,135.834,72754.0,1188,4.0
61.0,0.809,0.433,10.0,-12.534,0.0,0.068,0.0212,0.742,0.124,0.393,86.993,107586.0,1189,4.0
61.0,0.898,0.287,9.0,-7.027,0.0,0.394,0.444,0.764,0.114,0.311,91.063,95350.0,1190,4.0
62.0,0.638,0.0489,9.0,-12.737,0.0,0.173,0.486,0.892,0.0881,0.419,81.804,135500.0,1191,4.0
61.0,0.617,0.164,1.0,-20.177,0.0,0.188,0.899,0.906,0.0996,0.733,149.877,96000.0,1192,4.0
64.0,0.562,0.136,7.0,-12.037,1.0,0.403,0.879,0.934,0.14,0.177,156.362,85125.0,1193,4.0
57.0,0.622,0.271,2.0,-14.193,1.0,0.0564,0.645,0.683,0.146,0.571,76.664,53194.0,1194,4.0
60.0,0.499,0.285,3.0,-10.974,0.0,0.415,0.921,0.729,0.369,0.715,78.423,104615.0,1195,3.0
61.0,0.685,0.364,1.0,-10.699,1.0,0.0724,0.985,0.932,0.105,0.801,89.108,65737.0,1196,4.0
61.0,0.61,0.369,1.0,-6.919,1.0,0.31,0.117,0.85,0.0904,0.329,80.592,112879.0,1197,4.0
60.0,0.527,0.102,4.0,-19.167,0.0,0.127,0.012,0.865,0.108,0.11,157.693,106667.0,1198,4.0
62.0,0.797,0.355,11.0,-8.615,1.0,0.138,0.633,0.00152,0.122,0.604,82.046,146307.0,1199,4.0
63.0,0.84,0.425,9.0,-9.404,0.0,0.0871,0.262,0.921,0.116,0.539,92.97,131559.0,1200,4.0
61.0,0.782,0.127,7.0,-20.939,1.0,0.668,0.939,0.781,0.125,0.39,83.989,84315.0,1201,4.0
60.0,0.555,0.159,4.0,-13.533,1.0,0.294,0.969,0.711,0.0958,0.771,84.266,115000.0,1202,4.0
61.0,0.781,0.241,1.0,-11.162,0.0,0.0523,0.252,0.712,0.11,0.434,143.907,121115.0,1203,4.0
57.0,0.557,0.421,4.0,-9.413,0.0,0.0392,0.174,0.882,0.0768,0.227,177.996,137580.0,1204,4.0
60.0,0.739,0.143,4.0,-12.753,0.0,0.319,0.662,0.864,0.105,0.635,83.985,114286.0,1205,4.0
59.0,0.803,0.747,4.0,-13.352,0.0,0.0573,0.487,0.792,0.31,0.296,79.61,76493.0,1206,4.0
59.0,0.75,0.55,1.0,-9.762,0.0,0.069,0.51,0.862,0.186,0.461,179.966,128690.0,1207,4.0
60.0,0.738,0.737,6.0,-6.969,0.0,0.347,0.924,0.746,0.481,0.851,101.901,96608.0,1208,4.0
64.0,0.81,0.372,11.0,-9.718,0.0,0.0451,0.859,0.91,0.111,0.707,83.24,78139.0,1209,4.0
64.0,0.771,0.403,5.0,-6.845,1.0,0.04,0.577,0.0272,0.1,0.395,82.047,118500.0,1210,4.0
54.0,0.463,0.305,9.0,-16.266,1.0,0.0306,0.892,0.231,0.0773,0.505,177.836,129438.0,1211,4.0
60.0,0.61,0.441,10.0,-10.495,1.0,0.0371,0.411,0.884,0.116,0.753,180.401,161333.0,1212,4.0
58.0,0.578,0.764,5.0,-6.97,1.0,0.103,0.0412,0.253,0.38,0.679,86.024,83625.0,1213,4.0
58.0,0.859,0.454,8.0,-5.998,1.0,0.398,0.903,0.926,0.112,0.947,92.959,106465.0,1214,3.0
58.0,0.659,0.45,8.0,-7.89,0.0,0.309,0.161,0.872,0.109,0.383,178.333,107938.0,1215,4.0
58.0,0.642,0.633,8.0,-8.737,0.0,0.0559,0.106,0.786,0.0696,0.703,176.029,215587.0,1216,4.0
58.0,0.681,0.226,6.0,-10.538,1.0,0.0446,0.678,0.878,0.102,0.604,94.005,111033.0,1217,4.0
58.0,0.602,0.656,0.0,-11.573,0.0,0.0483,0.805,0.89,0.0984,0.344,84.978,274941.0,1218,4.0
57.0,0.537,0.478,7.0,-17.61,1.0,0.111,0.0665,0.658,0.347,0.957,86.603,60690.0,1219,4.0
59.0,0.733,0.348,5.0,-14.817,1.0,0.116,0.119,0.447,0.132,0.537,140.079,196714.0,1220,4.0
57.0,0.588,0.194,1.0,-7.842,1.0,0.0347,0.402,0.9,0.115,0.597,87.123,156724.0,1221,4.0
57.0,0.727,0.539,1.0,-9.216,1.0,0.0623,0.65,0.829,0.161,0.465,91.994,262577.0,1222,4.0
57.0,0.787,0.29,10.0,-11.764,0.0,0.205,0.91,0.904,0.21,0.758,79.99,96000.0,1223,4.0
61.0,0.696,0.259,2.0,-11.3,1.0,0.091,0.0662,0.23,0.131,0.413,94.249,137917.0,1224,4.0
57.0,0.692,0.319,2.0,-17.602,0.0,0.0517,0.00891,0.702,0.1,0.355,92.16,151318.0,1225,4.0
57.0,0.466,0.377,9.0,-7.046,1.0,0.0428,0.616,0.0372,0.0828,0.606,70.545,110029.0,1226,4.0
60.0,0.785,0.474,1.0,-7.726,1.0,0.0755,0.619,0.747,0.201,0.563,80.004,96750.0,1227,3.0
59.0,0.61,0.5,9.0,-8.24,1.0,0.0536,0.691,0.914,0.0996,0.478,75.102,78013.0,1228,4.0
59.0,0.79,0.534,7.0,-6.305,1.0,0.0451,0.459,0.437,0.146,0.884,84.985,147882.0,1229,4.0
60.0,0.76,0.141,0.0,-15.305,0.0,0.0637,0.735,0.652,0.084,0.672,78.995,127595.0,1230,1.0
61.0,0.62,0.431,8.0,-8.498,1.0,0.0349,0.415,0.936,0.179,0.144,70.916,196447.0,1231,4.0
59.0,0.578,0.473,9.0,-12.018,0.0,0.127,0.679,0.00708,0.0806,0.168,82.96,118171.0,1232,4.0
59.0,0.849,0.17,5.0,-11.198,1.0,0.12,0.701,0.925,0.11,0.545,164.037,124273.0,1233,4.0
58.0,0.759,0.419,9.0,-10.426,0.0,0.0443,0.774,0.000602,0.159,0.251,80.01,86936.0,1234,4.0
61.0,0.656,0.325,11.0,-14.614,0.0,0.141,0.954,0.956,0.112,0.751,72.602,71394.0,1235,3.0
38.0,0.446,0.278,4.0,-7.386,0.0,0.0317,0.94,0.0,0.102,0.203,125.07,207240.0,1236,4.0
72.0,0.325,0.18,10.0,-10.647,1.0,0.0311,0.91,0.000633,0.113,0.0997,72.416,212040.0,1237,1.0
77.0,0.315,0.296,5.0,-13.262,1.0,0.0317,0.771,0.0,0.702,0.436,172.638,263573.0,1238,4.0
78.0,0.41,0.0485,0.0,-13.918,1.0,0.038,0.947,0.0,0.108,0.247,137.97,173175.0,1239,4.0
50.0,0.726,0.185,11.0,-12.096,0.0,0.0343,0.768,0.0,0.094,0.45,124.136,141654.0,1240,4.0
62.0,0.465,0.278,6.0,-16.318,1.0,0.0349,0.846,0.00115,0.675,0.279,122.666,285719.0,1241,4.0
49.0,0.779,0.365,2.0,-11.394,0.0,0.0361,0.885,0.00175,0.0992,0.445,105.891,180867.0,1242,4.0
59.0,0.384,0.366,7.0,-10.65,1.0,0.0329,0.371,9.17e-05,0.101,0.199,138.134,261370.0,1243,4.0
62.0,0.349,0.33,10.0,-8.65,1.0,0.0357,0.891,3.42e-05,0.736,0.16,76.71,227927.0,1244,4.0
64.0,0.544,0.479,3.0,-10.878,1.0,0.0279,0.747,0.31,0.0808,0.434,118.117,302880.0,1245,4.0
64.0,0.325,0.201,6.0,-11.595,0.0,0.0282,0.758,0.0,0.0977,0.172,81.869,223893.0,1246,4.0
55.0,0.682,0.153,2.0,-12.312,1.0,0.0406,0.887,0.0,0.123,0.389,114.051,211720.0,1247,4.0
69.0,0.532,0.203,9.0,-8.524,0.0,0.0668,0.829,0.0,0.108,0.543,89.646,259920.0,1248,4.0
41.0,0.55,0.223,2.0,-13.929,1.0,0.0324,0.963,0.000697,0.115,0.275,99.844,160160.0,1249,4.0
74.0,0.339,0.143,0.0,-10.78,1.0,0.0317,0.921,0.000636,0.372,0.0948,101.213,413320.0,1250,3.0
57.0,0.454,0.207,11.0,-14.445,0.0,0.0382,0.891,0.0334,0.101,0.337,82.081,300187.0,1251,4.0
61.0,0.712,0.102,2.0,-11.422,1.0,0.0522,0.899,0.0,0.121,0.38,104.371,219960.0,1252,4.0
52.0,0.416,0.418,2.0,-8.886,1.0,0.0361,0.0633,0.000254,0.0898,0.285,111.601,373267.0,1253,3.0
56.0,0.624,0.61,6.0,-8.569,1.0,0.0365,0.073,0.00405,0.0748,0.65,75.265,284972.0,1254,4.0
40.0,0.731,0.298,4.0,-7.627,1.0,0.0313,0.353,1.09e-05,0.0978,0.317,116.071,192928.0,1255,4.0
61.0,0.729,0.267,4.0,-8.63,0.0,0.0311,0.794,0.000114,0.209,0.75,119.985,206896.0,1256,4.0
54.0,0.668,0.174,10.0,-8.519,1.0,0.0399,0.759,0.0,0.111,0.294,115.143,182069.0,1257,3.0
56.0,0.354,0.264,1.0,-10.947,1.0,0.0352,0.799,1.26e-05,0.112,0.268,205.656,194467.0,1258,4.0
63.0,0.67,0.306,2.0,-11.032,1.0,0.0366,0.8,1.18e-06,0.0829,0.61,139.949,225053.0,1259,4.0
67.0,0.547,0.197,10.0,-12.002,1.0,0.0303,0.941,0.000756,0.144,0.402,133.85,191827.0,1260,4.0
55.0,0.402,0.211,3.0,-11.49,1.0,0.0345,0.958,0.00163,0.114,0.366,140.726,206587.0,1261,3.0
45.0,0.608,0.517,2.0,-6.582,1.0,0.0275,0.186,1.84e-06,0.14,0.613,143.94,222008.0,1262,4.0
53.0,0.669,0.217,0.0,-14.982,1.0,0.0446,0.91,0.023,0.12,0.322,110.944,199427.0,1263,4.0
65.0,0.535,0.243,2.0,-8.565,1.0,0.0357,0.983,1.98e-05,0.104,0.29,107.579,215147.0,1264,4.0
51.0,0.69,0.476,10.0,-10.994,1.0,0.0246,0.0733,0.104,0.116,0.439,83.23,166868.0,1265,4.0
50.0,0.681,0.233,4.0,-13.434,1.0,0.0297,0.918,0.000248,0.0965,0.3,85.254,177000.0,1266,4.0
44.0,0.276,0.347,2.0,-10.402,1.0,0.031,0.312,0.000143,0.147,0.519,176.637,143548.0,1267,3.0
60.0,0.34,0.37,9.0,-10.661,0.0,0.0395,0.919,0.27,0.074,0.0434,96.676,206493.0,1268,4.0
46.0,0.366,0.323,6.0,-8.617,1.0,0.026,0.877,0.000969,0.474,0.266,97.705,213013.0,1269,4.0
63.0,0.574,0.4,2.0,-8.387,1.0,0.0273,0.569,6.19e-06,0.164,0.512,146.018,228480.0,1270,4.0
60.0,0.421,0.22,0.0,-8.082,1.0,0.0324,0.926,0.0,0.114,0.234,112.436,239347.0,1271,4.0
52.0,0.728,0.471,5.0,-11.85,1.0,0.033,0.599,0.0047,0.114,0.883,100.031,211347.0,1272,4.0
47.0,0.6,0.58,7.0,-7.007,1.0,0.027,0.0919,2.68e-05,0.143,0.596,140.899,296153.0,1273,4.0
58.0,0.578,0.481,4.0,-10.545,1.0,0.0317,0.431,0.00299,0.0951,0.548,129.881,307333.0,1274,4.0
44.0,0.188,0.126,1.0,-13.138,1.0,0.0437,0.938,0.00527,0.122,0.116,180.078,230813.0,1275,3.0
41.0,0.354,0.183,10.0,-12.579,1.0,0.036,0.913,1.12e-06,0.101,0.347,171.899,248013.0,1276,3.0
48.0,0.205,0.32,5.0,-9.061,1.0,0.0285,0.913,0.0213,0.0884,0.294,167.469,234600.0,1277,4.0
39.0,0.676,0.374,1.0,-7.839,1.0,0.0369,0.858,2.4e-05,0.121,0.47,108.051,185756.0,1278,4.0
44.0,0.398,0.153,11.0,-15.476,0.0,0.0427,0.945,0.0,0.0835,0.506,146.976,140000.0,1279,4.0
39.0,0.334,0.338,3.0,-15.48,1.0,0.0278,0.783,0.000116,0.11,0.627,78.628,271573.0,1280,4.0
61.0,0.321,0.22,7.0,-12.608,0.0,0.0352,0.828,0.00398,0.0873,0.301,157.04,248280.0,1281,4.0
57.0,0.27,0.329,9.0,-7.318,1.0,0.032,0.871,8.91e-06,0.12,0.169,163.236,218240.0,1282,3.0
68.0,0.577,0.72,6.0,-4.737,1.0,0.0324,0.00475,0.0,0.123,0.392,109.938,168667.0,1283,4.0
65.0,0.345,0.418,7.0,-7.787,0.0,0.0316,0.299,1.75e-05,0.103,0.267,109.044,198800.0,1284,3.0
63.0,0.339,0.426,2.0,-11.303,1.0,0.0543,0.317,0.00082,0.103,0.285,72.445,314200.0,1285,3.0
50.0,0.57,0.438,9.0,-12.926,1.0,0.0262,0.149,0.0036,0.272,0.531,106.444,251889.0,1286,4.0
51.0,0.413,0.339,7.0,-8.107,1.0,0.0349,0.843,0.0,0.171,0.199,116.538,236667.0,1287,4.0
31.0,0.765,0.38,1.0,-8.28,0.0,0.0348,0.764,1.88e-05,0.355,0.201,122.023,208525.0,1288,4.0
58.0,0.482,0.178,2.0,-11.141,0.0,0.0292,0.843,2.46e-06,0.15,0.298,110.128,185053.0,1289,4.0
40.0,0.378,0.368,0.0,-10.633,1.0,0.0299,0.874,6.28e-06,0.945,0.157,147.254,323600.0,1290,4.0
27.0,0.48,0.709,2.0,-7.094,1.0,0.0266,0.0021,0.000786,0.0808,0.929,98.394,320693.0,1291,4.0
55.0,0.463,0.94,5.0,-3.901,1.0,0.0425,0.00135,3.69e-05,0.0939,0.704,138.53,241960.0,1292,4.0
60.0,0.507,0.113,1.0,-10.781,1.0,0.0429,0.797,0.000592,0.166,0.207,118.469,163600.0,1293,4.0
69.0,0.552,0.15,3.0,-16.746,1.0,0.0347,0.974,0.731,0.0698,0.316,87.485,160240.0,1294,4.0
42.0,0.454,0.31,0.0,-10.062,1.0,0.0271,0.54,0.0238,0.112,0.274,100.447,132493.0,1295,3.0
66.0,0.464,0.305,3.0,-12.435,0.0,0.0316,0.936,0.0846,0.208,0.282,108.231,255227.0,1296,4.0
57.0,0.551,0.114,3.0,-24.78,0.0,0.0451,0.977,0.874,0.141,0.124,70.141,146093.0,1297,4.0
60.0,0.452,0.109,2.0,-19.965,0.0,0.0471,0.977,0.879,0.088,0.139,126.29,325787.0,1298,4.0
61.0,0.427,0.114,2.0,-22.546,0.0,0.0509,0.843,0.863,0.0966,0.114,60.484,282320.0,1299,4.0
59.0,0.464,0.0266,0.0,-20.338,1.0,0.0532,0.987,0.879,0.0836,0.0659,132.973,404160.0,1300,3.0
60.0,0.404,0.0602,11.0,-26.459,0.0,0.0422,0.861,0.901,0.703,0.168,106.82,210066.0,1301,3.0
55.0,0.443,0.0711,1.0,-20.146,1.0,0.0486,0.989,0.894,0.101,0.596,175.02,172293.0,1302,4.0
60.0,0.698,0.278,5.0,-15.425,1.0,0.0508,0.572,0.0233,0.105,0.77,81.079,385467.0,1303,4.0
43.0,0.577,0.347,0.0,-10.922,1.0,0.0443,0.958,0.864,0.0879,0.162,71.389,242160.0,1304,4.0
31.0,0.517,0.335,10.0,-17.118,1.0,0.0405,0.569,7.56e-06,0.0828,0.203,113.906,188120.0,1305,4.0
48.0,0.455,0.449,9.0,-10.898,0.0,0.0438,0.995,0.914,0.148,0.146,126.389,331002.0,1306,5.0
62.0,0.487,0.145,5.0,-18.67,1.0,0.0522,0.876,0.822,0.149,0.142,110.134,349600.0,1307,4.0
55.0,0.508,0.15,5.0,-20.844,1.0,0.0418,0.99,0.899,0.144,0.252,173.36,174000.0,1308,3.0
47.0,0.422,0.261,2.0,-16.795,1.0,0.0337,0.938,0.919,0.137,0.177,115.136,333000.0,1309,4.0
61.0,0.552,0.171,2.0,-13.66,0.0,0.0544,0.955,0.877,0.122,0.152,102.4,244467.0,1310,4.0
49.0,0.611,0.24,7.0,-16.534,0.0,0.0387,0.951,0.773,0.0815,0.586,102.436,360547.0,1311,4.0
47.0,0.392,0.066,0.0,-24.682,0.0,0.0636,0.993,0.84,0.132,0.173,177.684,209787.0,1312,3.0
47.0,0.391,0.513,10.0,-13.444,0.0,0.0328,0.805,0.914,0.131,0.474,92.732,275389.0,1313,3.0
44.0,0.608,0.61,1.0,-9.533,1.0,0.0687,0.284,0.559,0.965,0.431,127.6,212467.0,1314,4.0
54.0,0.6,0.177,7.0,-16.07,1.0,0.0561,0.989,0.868,0.149,0.56,120.03,213387.0,1315,4.0
48.0,0.537,0.159,5.0,-14.593,1.0,0.033,0.735,0.868,0.0765,0.111,106.527,435280.0,1316,4.0
57.0,0.351,0.209,10.0,-23.533,0.0,0.0361,0.819,0.914,0.102,0.448,159.504,216707.0,1317,4.0
66.0,0.42,0.0802,7.0,-21.795,1.0,0.04,0.905,0.857,0.135,0.0541,122.041,257693.0,1318,3.0
61.0,0.372,0.187,0.0,-13.497,0.0,0.0323,0.942,0.139,0.161,0.217,70.334,319733.0,1319,4.0
56.0,0.32,0.0675,0.0,-18.277,1.0,0.0395,0.994,0.918,0.118,0.0784,63.286,265040.0,1320,4.0
52.0,0.461,0.372,4.0,-11.01,0.0,0.0327,0.828,0.000178,0.131,0.302,119.886,556133.0,1321,4.0
46.0,0.526,0.199,10.0,-17.249,1.0,0.0354,0.896,0.0599,0.308,0.517,118.076,209120.0,1322,4.0
54.0,0.358,0.452,1.0,-13.02,1.0,0.0347,0.991,0.864,0.14,0.525,166.973,193867.0,1323,4.0
45.0,0.409,0.132,10.0,-21.492,0.0,0.0397,0.942,0.908,0.176,0.076,137.553,339293.0,1324,4.0
62.0,0.478,0.0294,0.0,-25.319,1.0,0.0453,0.993,0.948,0.105,0.148,124.307,324200.0,1325,3.0
52.0,0.392,0.119,5.0,-18.487,1.0,0.039,0.959,0.682,0.0972,0.179,103.886,376546.0,1326,4.0
56.0,0.456,0.222,0.0,-16.879,1.0,0.0354,0.938,0.806,0.24,0.15,112.725,392000.0,1327,4.0
46.0,0.565,0.286,5.0,-19.045,1.0,0.0376,0.889,0.925,0.629,0.463,88.158,420227.0,1328,3.0
53.0,0.513,0.292,1.0,-16.83,1.0,0.065,0.935,0.886,0.0669,0.229,105.141,268400.0,1329,1.0
48.0,0.424,0.345,8.0,-19.215,1.0,0.0464,0.699,0.867,0.0919,0.661,143.936,389360.0,1330,4.0
52.0,0.538,0.52,7.0,-10.127,0.0,0.0408,0.715,0.0175,0.0676,0.764,83.816,256800.0,1331,4.0
39.0,0.433,0.367,3.0,-15.473,1.0,0.0394,0.767,0.588,0.126,0.616,147.006,459866.0,1332,4.0
49.0,0.397,0.534,0.0,-11.346,0.0,0.031,0.48,2.84e-05,0.0434,0.468,102.372,552493.0,1333,3.0
45.0,0.445,0.507,2.0,-11.78,0.0,0.028,0.827,0.838,0.103,0.352,124.169,658293.0,1334,4.0
38.0,0.375,0.369,4.0,-12.541,0.0,0.037,0.772,0.342,0.0845,0.189,76.031,399773.0,1335,4.0
47.0,0.375,0.332,8.0,-17.137,1.0,0.0335,0.828,0.858,0.102,0.222,144.798,453393.0,1336,5.0
40.0,0.609,0.88,0.0,-4.37,0.0,0.0534,0.545,0.0,0.0554,0.942,99.163,326880.0,1337,4.0
36.0,0.773,0.816,10.0,-6.215,0.0,0.0385,0.567,0.000413,0.132,0.968,92.031,224827.0,1338,4.0
49.0,0.647,0.604,7.0,-6.339,0.0,0.0353,0.54,0.000562,0.708,0.837,92.033,284653.0,1339,4.0
37.0,0.616,0.653,0.0,-8.979,0.0,0.0413,0.469,0.0231,0.0986,0.904,103.253,357387.0,1340,4.0
45.0,0.708,0.629,7.0,-10.358,0.0,0.0351,0.742,3.38e-06,0.0858,0.915,95.451,305058.0,1341,4.0
23.0,0.6,0.778,10.0,-4.176,0.0,0.0372,0.618,0.0136,0.0621,0.929,103.807,342522.0,1342,4.0
24.0,0.566,0.763,9.0,-5.621,0.0,0.0406,0.752,0.00399,0.103,0.941,109.927,372760.0,1343,4.0
50.0,0.812,0.679,2.0,-6.008,0.0,0.0559,0.68,0.00283,0.314,0.852,90.474,301373.0,1344,4.0
34.0,0.583,0.6,4.0,-9.139,0.0,0.048,0.69,0.00623,0.342,0.865,97.548,314800.0,1345,4.0
30.0,0.458,0.696,7.0,-10.123,0.0,0.0336,0.764,1.67e-05,0.285,0.965,103.858,193440.0,1346,4.0
37.0,0.57,0.654,0.0,-8.621,0.0,0.0595,0.598,0.00971,0.0482,0.895,99.604,290038.0,1347,4.0
26.0,0.509,0.695,5.0,-6.932,1.0,0.0363,0.381,0.00199,0.0667,0.912,101.645,337520.0,1348,4.0
31.0,0.746,0.501,7.0,-7.874,0.0,0.0414,0.735,0.159,0.119,0.918,91.289,270613.0,1349,4.0
24.0,0.592,0.717,0.0,-5.133,1.0,0.0693,0.574,0.0,0.174,0.744,97.23,362093.0,1350,4.0
30.0,0.595,0.796,1.0,-3.739,1.0,0.0429,0.579,0.000229,0.336,0.884,108.476,189912.0,1351,4.0
25.0,0.581,0.591,0.0,-3.813,0.0,0.0384,0.645,3.45e-06,0.256,0.961,91.513,241440.0,1352,4.0
33.0,0.734,0.626,7.0,-7.672,0.0,0.0357,0.488,0.0,0.109,0.875,95.328,264560.0,1353,4.0
15.0,0.726,0.692,0.0,-6.157,1.0,0.0858,0.308,0.000134,0.0566,0.884,194.877,254680.0,1354,4.0
39.0,0.768,0.646,7.0,-5.763,1.0,0.0491,0.359,0.000183,0.0956,0.839,90.932,266213.0,1355,4.0
24.0,0.646,0.724,5.0,-4.052,0.0,0.0423,0.749,0.00375,0.111,0.962,95.54,243853.0,1356,4.0
22.0,0.639,0.786,0.0,-5.449,1.0,0.0414,0.423,0.00243,0.181,0.908,98.658,210173.0,1357,4.0
21.0,0.721,0.737,2.0,-6.62,0.0,0.0457,0.565,7.62e-06,0.0664,0.908,91.771,265227.0,1358,4.0
42.0,0.569,0.631,9.0,-6.372,1.0,0.0627,0.789,0.0,0.0446,0.886,101.953,255587.0,1359,4.0
33.0,0.698,0.89,0.0,-2.935,0.0,0.0461,0.589,0.0,0.326,0.963,98.521,289067.0,1360,4.0
39.0,0.555,0.557,8.0,-9.28,1.0,0.0365,0.664,0.000813,0.0677,0.701,92.142,351547.0,1361,4.0
37.0,0.606,0.528,5.0,-15.091,1.0,0.0473,0.311,6.42e-05,0.0299,0.942,177.662,398537.0,1362,4.0
45.0,0.753,0.719,7.0,-3.844,0.0,0.0359,0.632,0.000178,0.0984,0.884,92.056,300400.0,1363,4.0
40.0,0.484,0.687,5.0,-6.122,0.0,0.0363,0.213,9.52e-06,0.0704,0.781,105.563,427640.0,1364,4.0
34.0,0.55,0.895,0.0,-4.416,0.0,0.0426,0.675,0.0843,0.322,0.829,107.301,408200.0,1365,4.0
25.0,0.759,0.688,0.0,-8.379,0.0,0.0789,0.696,0.0,0.442,0.964,101.218,378493.0,1366,4.0
24.0,0.682,0.805,9.0,-7.388,0.0,0.0591,0.309,0.0107,0.0406,0.964,176.585,255213.0,1367,4.0
28.0,0.593,0.75,9.0,-3.686,0.0,0.0505,0.65,3.67e-06,0.198,0.965,100.75,274920.0,1368,4.0
22.0,0.719,0.878,0.0,-3.87,0.0,0.0537,0.628,5.24e-05,0.354,0.918,98.12,268747.0,1369,4.0
47.0,0.483,0.892,5.0,-6.378,0.0,0.0793,0.416,1e-05,0.121,0.839,179.315,225493.0,1370,4.0
11.0,0.549,0.874,0.0,-3.529,0.0,0.0595,0.822,0.000129,0.0946,0.874,107.914,396357.0,1371,4.0
28.0,0.598,0.545,2.0,-15.156,0.0,0.0484,0.326,0.0176,0.0988,0.919,174.51,377213.0,1372,4.0
36.0,0.484,0.503,5.0,-9.83,0.0,0.0868,0.756,1.1e-05,0.144,0.882,98.461,199560.0,1373,4.0
34.0,0.722,0.813,9.0,-5.964,0.0,0.041,0.575,0.0134,0.0995,0.768,81.884,368853.0,1374,4.0
32.0,0.702,0.524,2.0,-6.521,0.0,0.0372,0.428,0.0,0.0727,0.792,85.952,252427.0,1375,4.0
40.0,0.786,0.625,2.0,-4.45,0.0,0.0355,0.523,0.00393,0.0618,0.895,90.409,329640.0,1376,4.0
0.0,0.743,0.918,5.0,-8.474,0.0,0.0448,0.524,0.00456,0.0737,0.964,92.364,274326.0,1377,4.0
35.0,0.747,0.68,5.0,-6.748,1.0,0.0393,0.587,0.00039,0.122,0.941,172.003,313040.0,1378,4.0
43.0,0.528,0.608,9.0,-9.924,0.0,0.0431,0.691,8.7e-06,0.0503,0.869,89.671,231813.0,1379,4.0
29.0,0.516,0.601,9.0,-13.409,0.0,0.0449,0.464,0.000331,0.131,0.642,105.152,432187.0,1380,4.0
29.0,0.552,0.635,9.0,-9.848,0.0,0.081,0.705,0.000187,0.108,0.851,96.416,346307.0,1381,4.0
30.0,0.768,0.857,9.0,-6.824,0.0,0.0571,0.482,0.859,0.0615,0.965,95.018,254133.0,1382,4.0
33.0,0.705,0.556,10.0,-9.798,0.0,0.0412,0.538,0.00201,0.193,0.957,93.821,327720.0,1383,4.0
48.0,0.633,0.516,0.0,-14.598,0.0,0.0582,0.097,0.000341,0.339,0.943,89.412,341107.0,1384,4.0
41.0,0.768,0.742,0.0,-6.362,1.0,0.0484,0.59,7.62e-05,0.0697,0.83,87.979,317388.0,1385,4.0
19.0,0.759,0.806,10.0,-7.809,0.0,0.0344,0.681,0.000249,0.0911,0.902,100.021,350173.0,1386,4.0
54.0,0.772,0.645,5.0,-8.32,0.0,0.0465,0.66,1.45e-05,0.142,0.968,93.876,261333.0,1387,4.0
10.0,0.582,0.881,2.0,-7.853,0.0,0.0526,0.127,0.602,0.0934,0.897,99.672,293373.0,1388,4.0
32.0,0.667,0.524,0.0,-6.971,1.0,0.0402,0.765,0.0288,0.11,0.814,101.337,180257.0,1389,4.0
25.0,0.649,0.546,7.0,-6.785,0.0,0.0429,0.626,0.0,0.0524,0.813,101.487,286413.0,1390,4.0
0.0,,,,,,,,,,,,,1391,
22.0,0.641,0.879,5.0,-4.757,1.0,0.074,0.341,3.84e-05,0.314,0.924,93.021,263307.0,1392,4.0
18.0,0.551,0.757,9.0,-9.22,0.0,0.0517,0.447,0.0,0.336,0.859,95.567,276168.0,1393,4.0
0.0,,,,,,,,,,,,,1394,
0.0,,,,,,,,,,,,,1395,
0.0,,,,,,,,,,,,,1396,
40.0,0.674,0.528,2.0,-6.939,0.0,0.045,0.702,1.63e-05,0.0799,0.955,88.105,246693.0,1397,4.0
12.0,0.67,0.718,9.0,-7.675,0.0,0.0353,0.647,0.00138,0.106,0.844,98.864,415267.0,1398,4.0
0.0,0.766,0.767,0.0,-6.319,0.0,0.039,0.554,7.24e-05,0.337,0.928,90.637,305600.0,1399,4.0
13.0,0.699,0.638,0.0,-7.186,0.0,0.0423,0.534,0.0,0.207,0.941,99.181,254427.0,1400,4.0
33.0,0.581,0.482,5.0,-13.338,0.0,0.0542,0.49,0.000231,0.194,0.921,104.788,389267.0,1401,4.0
